id,idTienda,nombre,precio,categario,marca,peso,volumen,imagen
544,1,Fideos orientales curry Gallina Blanca yatekomo 60g,1.59,0.06,,YATEKOMO,"Arroz, pasta, noodles",https://www.ahorramas.com/fideos-orientales-curry-gallina-blanca-yatekomo-60g-7737.html
545,1,Cebolla frita Garijo Baigorri 150g,1.5,0.15,,GARIJO BAIGORRI,Especias,https://www.ahorramas.com/cebolla-frita-garijo-baigorri-150g-66570.html
546,1,Caldo en pastillas Avecrem 12u pollo,1.85,0.12,,AVECREM,Especias,https://www.ahorramas.com/caldo-en-pastillas-avecrem-12u-pollo-209.html
547,1,"Huevos camperos Alipende 6u ""clase l-xl""",2.16,0.38,,ALIPENDE,Camperos y ecológicos,https://www.ahorramas.com/huevos-camperos-alipende-6u-clase-l-xl-25268.html
548,1,Arroz basmati Brillante pack 2,1.35,0.25,,BRILLANTE,"Arroz, pasta, noodles",https://www.ahorramas.com/arroz-basmati-brillante-pack-2-64382.html
549,1,Pastelito Weikis La Bella Easo pepitas chocolate 240g,2.55,0.24,,LA BELLA EASO,Bollería Infantil,https://www.ahorramas.com/pastelito-weikis-la-bella-easo-pepitas-chocolate-240g-63667.html
550,1,Bollitos brioche Pasquier 320g,2.59,0.32,,PASQUIER,Brioche y pan de leche,https://www.ahorramas.com/bollitos-brioche-pasquier-320g-30215.html
551,1,Fideuá Alipende 500g,0.76,0.5,,ALIPENDE,Pasta,https://www.ahorramas.com/fideua-alipende-500g-49925.html
552,1,Ketchup -50% azúcar Heinz 500g,3.99,0.55,,HEINZ,Ketchup,https://www.ahorramas.com/ketchup--50-azucar-heinz-500g-78162.html
553,1,Galleta rellena Oreo 154g original,1.35,0.15,,OREO,Galletas,https://www.ahorramas.com/galleta-rellena-oreo-154g-original-68066.html
554,1,Picos rústicos Obando 130g selección gourmet,1.19,0.13,,OBANDO,Pan de picos y Colines,https://www.ahorramas.com/picos-rusticos-obando-130g-seleccion-gourmet-9460.html
555,1,Tortilla trigo Mexican Gold fajita 320g,1.19,0.32,,MEXICAN GOLD,"Pan hamburguesa, Tortillas wrap y Pan de perritos",https://www.ahorramas.com/tortilla-trigo-mexican-gold-fajita-320g-23794.html
556,1,Garbanzo Alipende 1kg pedrosillano,1.95,1.0,,ALIPENDE,Legumbres,https://www.ahorramas.com/garbanzo-alipende-1kg-pedrosillano-77530.html
557,1,Tomate frito estilo casero sin gluten Alipende 350g,1.49,0.35,,ALIPENDE,Tomate frito,https://www.ahorramas.com/tomate-frito-estilo-casero-sin-gluten-alipende-350g-69248.html
558,1,Galleta dorada al horno sin azúcar Gullón 330g,3.25,0.33,,GULLON,Galletas,https://www.ahorramas.com/galleta-dorada-al-horno-sin-azucar-gullon-330g-60228.html
559,1,Chocolate negro lindt 100g Lindor 60% de cacao,2.49,0.1,,LINDOR,Tabletas,https://www.ahorramas.com/chocolate-negro-lindt-100g-lindor-60-de-cacao-77519.html
560,1,Pizza Alipende 400g pollo y bacon,2.9,0.4,,ALIPENDE,Pizzas y masas,https://www.ahorramas.com/pizza-alipende-400g-pollo-y-bacon-85200.html
561,1,Pizza Alipende 400g cuatro quesos,2.9,0.4,,ALIPENDE,Pizzas y masas,https://www.ahorramas.com/pizza-alipende-400g-cuatro-quesos-85195.html
562,1,Biscote integral Recondo 540g,1.9,0.54,,RECONDO,Pan tostado y Biscotes,https://www.ahorramas.com/biscote-integral-recondo-540g-60954.html
563,1,Pan brioche burguer Dulcesol 340g,1.7,0.34,,DULCESOL,,https://www.ahorramas.com/pan-brioche-burguer-dulcesol-340g-32025.html
564,1,Maiz dulce en grano Alipende pack 3,1.59,0.42,,ALIPENDE,"Maíz, guisantes y zanahoria",https://www.ahorramas.com/maiz-dulce-en-grano-alipende-pack-3-54808.html
565,1,Tomate frito sin gluten abre fácil Orlando350g,0.99,0.35,,ORLANDO,Tomate frito,https://www.ahorramas.com/tomate-frito-sin-gluten-abre-facil-orlando350g-80801.html
566,1,Pan con pasas y nueces 465g,2.29,0.43,,,Pan de horno,https://www.ahorramas.com/pan-con-pasas-y-nueces-465g-30741.html
567,1,Crema calabacín espinacas y guisantes Knorr 500Ml,2.25,0.51,,KNORR,Cremas y purés,https://www.ahorramas.com/crema-calabacin-espinacas-y-guisantes-knorr-500ml-62291.html
568,1,Spaghetti Gallo 450g,1.33,0.45,,GALLO,Pasta,https://www.ahorramas.com/spaghetti-gallo-450g-55369.html
569,1,Remolacha tiras categoría primera Alipende 180g,1.0,0.18,,ALIPENDE,Otras verduras,https://www.ahorramas.com/remolacha-tiras-categoria-primera-alipende-180g-68778.html
570,1,Chocolate negro Lindt excellence 100g 85% de cacao,2.99,0.1,,LINDT,Tabletas,https://www.ahorramas.com/chocolate-negro-lindt-excellence-100g-85-de-cacao-65911.html
571,1,Mayonesa sin gluten sin lactosa Ybarra 450ml,2.25,0.43,,YBARRA,Mayonesa,https://www.ahorramas.com/mayonesa-sin-gluten-sin-lactosa-ybarra-450ml-563.html
572,1,Caldo paella y fideuá con aceite de oliva Don Simón 1l,2.1,1.0,,DON SIMON,Sopas y caldos,https://www.ahorramas.com/caldo-paella-y-fideua-con-aceite-de-oliva-don-simon-1l-66312.html
573,1,Pimientos de piquillo enteros sin gluten Alipende 150g,1.39,0.15,,ALIPENDE,Pimientos,https://www.ahorramas.com/pimientos-de-piquillo-enteros-sin-gluten-alipende-150g-82732.html
574,1,Mermelada de frambuesa Vieja Fábrica 280g,2.69,0.28,,LA VIEJA FABRICA,Mermelada,https://www.ahorramas.com/mermelada-de-frambuesa-vieja-fabrica-280g-62553.html
575,1,Perejil Alipende 35g,1.99,0.04,,ALIPENDE,Especias,https://www.ahorramas.com/perejil-alipende-35g-81502.html
576,1,Pan hot dogs Alipende 330g,0.9,0.33,,ALIPENDE,"Pan hamburguesa, Tortillas wrap y Pan de perritos",https://www.ahorramas.com/pan-hot-dogs-alipende-330g-84497.html
577,1,Galleta rellena Príncipe pack-3 chocolate,5.55,0.9,,PRINCIPE,Galletas,https://www.ahorramas.com/galleta-rellena-principe-pack-3-chocolate-334.html
578,1,Panela Gourmet Latino 1kg polvo sin refinar,2.89,1.0,,GOURMET LATINO,Azúcar Moreno y de caña,https://www.ahorramas.com/panela-gourmet-latino-1kg-polvo-sin-refinar-70280.html
579,1,Mayonesa con huevos de gallinas camperas Heinz 460g,2.89,0.46,,HEINZ,Mayonesa,https://www.ahorramas.com/mayonesa-con-huevos-de-gallinas-camperas-heinz-460g-25331.html
580,1,Galleta rellena Oreo 185g doble crema,1.95,0.18,,OREO,Galletas,https://www.ahorramas.com/galleta-rellena-oreo-185g-doble-crema-84194.html
581,1,Esparrago blanco corto Napal 110g,1.29,0.11,,NAPAL,Espárragos,https://www.ahorramas.com/esparrago-blanco-corto-napal-110g-42773.html
582,1,Mini croissants Alipende 150g con medio baño chocolate,1.25,0.15,,ALIPENDE,Croissants,https://www.ahorramas.com/mini-croissants-alipende-150g-con-medio-bano-chocolate-79180.html
583,1,Pan de molde integral Alipende 460g,0.95,0.46,,ALIPENDE,Pan de molde,https://www.ahorramas.com/pan-de-molde-integral-alipende-460g-50416.html
584,1,Bizcocho yogurt 400g,3.5,0.4,,MUSFI'S,Bizcochos y tartas,https://www.ahorramas.com/bizcocho-yogurt-400g-46295.html
585,1,Tomate rallado aceite oliva extra La Gergaleña 200g,1.59,0.2,,LA GERGALEÑA,Tomate,https://www.ahorramas.com/tomate-rallado-aceite-oliva-extra-la-gergalena-200g-83684.html
586,1,Hélices sin gluten Gallo 450g con vegetales,1.99,0.45,,GALLO,Pasta,https://www.ahorramas.com/helices-sin-gluten-gallo-450g-con-vegetales-30375.html
587,1,Tortillas trigo Mission 378g,1.7,0.38,,MISSION,"Pan hamburguesa, Tortillas wrap y Pan de perritos",https://www.ahorramas.com/tortillas-trigo-mission-378g-31630.html
588,1,Guisantes Bonduelle pack 3 natural,3.29,0.42,,BONDUELLE,"Maíz, guisantes y zanahoria",https://www.ahorramas.com/guisantes-bonduelle-pack-3-natural-3507.html
589,1,Tomate triturado natural categoria extra Apis 800g,1.99,0.8,,APIS,Tomate,https://www.ahorramas.com/tomate-triturado-natural-categoria-extra-apis-800g-61638.html
590,1,Chocolate puro sin gluten Alipende 150g con almendras,1.19,0.15,,ALIPENDE,Tabletas,https://www.ahorramas.com/chocolate-puro-sin-gluten-alipende-150g-con-almendras-72428.html
591,1,Barra de pan 100% integral 380g,1.25,0.38,,,Pan de horno,https://www.ahorramas.com/barra-de-pan-100-integral-380g-37851.html
592,1,Rosquillas de pan Alipende 250g,0.89,0.25,,ALIPENDE,Pan de picos y Colines,https://www.ahorramas.com/rosquillas-de-pan-alipende-250g-56016.html
593,1,Sardinilla Alipende pack 2 60g en aceite oliva,1.85,0.12,,ALIPENDE,Sardinas,https://www.ahorramas.com/sardinilla-alipende-pack-2-60g-en-aceite-oliva-41354.html
594,1,Bizcocho Laly naranja sin lactosa y sin azúcar 450g,2.55,0.45,,LALY,Bizcochos y tartas,https://www.ahorramas.com/bizcocho-laly-naranja-sin-lactosa-y-sin-azucar-450g-58104.html
595,1,Aceitunas negra con hueso Alipende 200g,1.15,0.2,,ALIPENDE,Aceitunas y encurtidos,https://www.ahorramas.com/aceitunas-negra-con-hueso-alipende-200g-51389.html
596,1,Té rojo Alipende 20u,1.15,0.03,,ALIPENDE,Infusiones,https://www.ahorramas.com/te-rojo-alipende-20u-1544.html
597,1,Caldo cocido con aceite de oliva sin gluten Alipende 1l,0.9,1.0,,ALIPENDE,Sopas y caldos,https://www.ahorramas.com/caldo-cocido-con-aceite-de-oliva-sin-gluten-alipende-1l-69907.html
598,1,Azúcar moreno de caña no refinado Azucarera 1kg,1.85,1.0,,AZUCARERA,Azúcar Moreno y de caña,https://www.ahorramas.com/azucar-moreno-de-cana-no-refinado-azucarera-1kg-55690.html
599,1,Patatas enteras sin gluten Celorrio 425g,1.9,0.42,,CELORRIO,Otras verduras,https://www.ahorramas.com/patatas-enteras-sin-gluten-celorrio-425g-79689.html
600,1,Empanada atún grande 800g,5.9,0.8,,,Empanadas,https://www.ahorramas.com/empanada-atun-grande-800g-34995.html
601,1,Ventresca de atún claro en aceite oliva Alipende 73g,3.49,0.07,,ALIPENDE,Bonito y Ventresca,https://www.ahorramas.com/ventresca-de-atun-claro-en-aceite-oliva-alipende-73g--83655.html
602,1,Tortas de Alcázar Hermanos Román Alaminos 250g,1.65,0.25,,HERMANOS ROMAN,"Sobaos, tortas y gofres",https://www.ahorramas.com/tortas-de-alcazar-hermanos-roman-alaminos-250g-71720.html
603,1,Tomate frito aceite oliva extra sin gluten Orlando p3,2.85,0.63,,ORLANDO,Tomate frito,https://www.ahorramas.com/tomate-frito-aceite-oliva-extra-sin-gluten-orlando-p3-82540.html
604,1,Galleta maría Alipende 800g integral,1.7,0.8,,ALIPENDE,Galletas,https://www.ahorramas.com/galleta-maria-alipende-800g-integral-74676.html
605,1,Albóndigas Alipende 300g con salsa de tomate,2.99,0.3,,ALIPENDE,Carne,https://www.ahorramas.com/albondigas-alipende-300g-con-salsa-de-tomate-49976.html
606,1,Orégano Alipende 30g,1.99,0.03,,ALIPENDE,Especias,https://www.ahorramas.com/oregano-alipende-30g-81503.html
607,1,Berenjenas de almagro aliño suave Antonio 350g,2.65,0.35,,ANTONIO,Aceitunas y encurtidos,https://www.ahorramas.com/berenjenas-de-almagro-alino-suave-antonio-350g-8607.html
608,1,Molinillo Alipende 35g 5 pimientas,1.59,0.04,,ALIPENDE,Especias,https://www.ahorramas.com/molinillo-alipende-35g-5-pimientas-81461.html
609,1,Mejillon rias gallegas Orbe 69g 18/22 en escabeche,1.39,0.07,,ORBE,Mejillones,https://www.ahorramas.com/mejillon-rias-gallegas-orbe-69g-18-22-en-escabeche-77380.html
610,1,Caldo natural de verduras Aneto 1l,3.95,1.0,,ANETO,Sopas y caldos,https://www.ahorramas.com/caldo-natural-de-verduras-aneto-1l-77759.html
611,1,Pan molde Bimbo 12 cereales 680g,2.99,0.68,,OROWEAT,Pan de molde,https://www.ahorramas.com/pan-molde-bimbo-12-cereales-680g-6493.html
612,1,Palomitas de ketchup y mostaza sin gluten Risi 105g,1.5,0.1,,RISI,Snacks,https://www.ahorramas.com/palomitas-de-ketchup-y-mostaza-sin-gluten-risi-105g-69461.html
613,1,Palomitas punto de sal microondas s/gluten Popitas pack 3,2.45,0.3,,POPITAS,Palomitas,https://www.ahorramas.com/palomitas-punto-de-sal-microondas-s-gluten-popitas-pack-3-7504.html
614,1,Nuez pecana cruda Frumesa 175g,3.22,0.17,,FRUMESA,Frutos secos,https://www.ahorramas.com/nuez-pecana-cruda-frumesa-175g-57915.html
615,1,Huevo cocido Dovo 4 unidades pelado,1.49,0.19,,DOVO,Huevos cocidos,https://www.ahorramas.com/huevo-cocido-dovo-4-unidades-pelado-84288.html
616,1,Cacao Colacao 383g,3.49,0.38,,COLACAO,Cacao,https://www.ahorramas.com/cacao-colacao-383g-60035.html
617,1,Tomate frito origen nacional sin gluten Alipende 550g,1.25,0.55,,ALIPENDE,Tomate frito,https://www.ahorramas.com/tomate-frito-origen-nacional-sin-gluten-alipende-550g-69293.html
618,1,Café ristretto Origen&Sensations 20 cápsulas,3.6,0.1,,ORIGEN&SENSATIONS,Cafés,https://www.ahorramas.com/cafe-ristretto-origensensations-20-capsulas-65572.html
619,1,Sal marina para hornear Roca 2kg,0.95,2.0,,ROCA,Sal,https://www.ahorramas.com/sal-marina-para-hornear-roca-2kg-53261.html
620,1,"Pechuga de pollo vegano ""El Gran Capo"" The Vegetarian Butcher 180g",4.99,0.18,,THE VEGETARIAN BUTCHER,Productos veganos y vegetarianos,https://www.ahorramas.com/pechuga-de-pollo-vegano-el-gran-capo-the-vegetarian-butcher-180g-60296.html
621,1,Batonnets Bimanán 6u toffee,4.99,0.19,,BIMANAN,Control de peso,https://www.ahorramas.com/batonnets-bimanan-6u-toffee-17468.html
622,1,Miel multifloral El Colmenar Del Abuelo 500g,7.59,0.5,,EL COLMENAR DEL ABUELO,Otras mieles,https://www.ahorramas.com/miel-multifloral-el-colmenar-del-abuelo-500g-15524.html
623,1,Miel de flores ecologica Pazo De Lusio 500g,7.5,0.5,,PAZO DE LUSIO,Miel Milflores,https://www.ahorramas.com/miel-de-flores-ecologica-pazo-de-lusio-500g-46237.html
624,1,Pan molde Bimbo Silueta integral sin corteza 450g,2.49,,,SILUETA,Pan de molde,https://www.ahorramas.com/pan-molde-bimbo-silueta-integral-sin-corteza-450g-61167.html
625,1,Caldo en pastilla Calnort 24u pollo,1.25,0.24,,CALNORT,Especias,https://www.ahorramas.com/caldo-en-pastilla-calnort-24u-pollo-57050.html
626,1,Galleta tableta Alipende 150g chocolate negro,1.25,0.15,,ALIPENDE,Galletas,https://www.ahorramas.com/galleta-tableta-alipende-150g-chocolate-negro-42321.html
627,1,Pepinillos estilo polaco Hengstenberg 360g,2.85,0.36,,HENGSTENBERG,Aceitunas y encurtidos,https://www.ahorramas.com/pepinillos-estilo-polaco-hengstenberg-360g-45232.html
628,1,Edulcorante liquido stevia Alipende 125ml,2.0,0.13,,ALIPENDE,"Sacarina, stevia y otros edulcorantes",https://www.ahorramas.com/edulcorante-liquido-stevia-alipende-125ml-44483.html
629,1,Tallarín Alipende 500g,0.76,0.5,,ALIPENDE,Pasta,https://www.ahorramas.com/tallarin-alipende-500g-49927.html
630,1,Nachos Alipende 150g,1.0,0.15,,ALIPENDE,Snacks,https://www.ahorramas.com/nachos-alipende-150g-60985.html
631,1,Mostaza Dijon Maille 215g,3.59,0.21,,MAILLE,Mostaza,https://www.ahorramas.com/mostaza-dijon-maille-215g-69479.html
632,1,Laurel Mari Paz 12g bay leaf,0.79,0.01,,MARI PAZ,Especias,https://www.ahorramas.com/laurel-mari-paz-12g-bay-leaf-26666.html
633,1,Piña en su jugo en rodajas Alipende 490g,1.9,0.49,,ALIPENDE,Fruta en almíbar,https://www.ahorramas.com/pina-en-su-jugo-en-rodajas-alipende-490g--71328.html
634,1,Galletas Apai 120g figuritas bañadas en chocolate,1.89,0.12,,APAI,Galletas,https://www.ahorramas.com/galletas-apai-120g-figuritas-banadas-en-chocolate-51787.html
635,1,Tomate frito Hida 340g estilo casero,1.35,0.34,,HIDA,Tomate,https://www.ahorramas.com/tomate-frito-hida-340g-estilo-casero-82960.html
636,1,Pisto de hortalizas sin gluten Alipende 570g,1.65,0.57,,ALIPENDE,Vegetal,https://www.ahorramas.com/pisto-de-hortalizas-sin-gluten-alipende-570g-85185.html
637,1,Lentejas de la abuela Litoral 425g,1.79,0.42,,LITORAL,Legumbres,https://www.ahorramas.com/lentejas-de-la-abuela-litoral-425g-4403.html
638,1,Mayonesa Helios 20 bolsitas individuales,1.75,0.24,,HELIOS,Mayonesa,https://www.ahorramas.com/mayonesa-helios-20-bolsitas-individuales-46201.html
639,1,Cardo troceado de origen nacional Gutarra 400g,3.49,0.4,,GUTARRA,Otras verduras,https://www.ahorramas.com/cardo-troceado-de-origen-nacional-gutarra-400g-437.html
640,1,Callos Alipende 620g a la madrileña,3.49,0.62,,ALIPENDE,Carne,https://www.ahorramas.com/callos-alipende-620g-a-la-madrilena-71597.html
641,1,Biscotes Wassa 275g original,2.59,0.28,,WASSA,Pan tostado y Biscotes,https://www.ahorramas.com/biscotes-wassa-275g-original-53238.html
642,1,Aceitunas rellenas de anchoa Alipende 150g pack 3,2.65,0.45,,ALIPENDE,Aceitunas y encurtidos,https://www.ahorramas.com/aceitunas-rellenas-de-anchoa-alipende-150g-pack-3-52704.html
643,1,Aceite de oliva ecológico Abril 750ml virgen extra,5.2,0.75,,ABRIL,Aceites,https://www.ahorramas.com/aceite-de-oliva-ecologico-abril-750ml-virgen-extra-47652.html
644,1,Bonito frito Ortiz 140g en escabeche,5.79,0.14,,ORTIZ,Bonito y Ventresca,https://www.ahorramas.com/bonito-frito-ortiz-140g-en-escabeche-38215.html
645,1,Panecillos tostados integrales Alipende 250g,1.1,0.25,,ALIPENDE,Pan tostado y Biscotes,https://www.ahorramas.com/panecillos-tostados-integrales-alipende-250g-79150.html
646,1,Quinoa Brillante pack 2 blanca-roja,1.56,0.25,,BRILLANTE,"Arroz, pasta, noodles",https://www.ahorramas.com/quinoa-brillante-pack-2-blanca-roja-27879.html
647,1,Galleta maría Cuétara 800g oro,4.49,0.9,,CUETARA,Galletas,https://www.ahorramas.com/galleta-maria-cuetara-800g-oro-56805.html
648,1,Pan cristal Realfooding 100% integral 195gr,2.5,0.21,,REALFOODING,Pan precocinado,https://www.ahorramas.com/pan-cristal-realfooding-100-integral-195gr-56340.html
649,1,Aceite de oliva Abril spray 200ml virgen extra,2.34,0.23,,ABRIL,Aceites,https://www.ahorramas.com/aceite-de-oliva-abril-spray-200ml-virgen-extra-346.html
650,1,Rosquillos El Cateto 400g,3.25,0.4,,EL CATETO,"Ensaimadas, napolitanas y rosquillas",https://www.ahorramas.com/rosquillos-el-cateto-400g-32384.html
651,1,Sopa Gallina Blanca 85g pollo con maravilla,0.85,0.09,,GALLINA BLANCA,Sopas y caldos,https://www.ahorramas.com/sopa-gallina-blanca-85g-pollo-con-maravilla-233.html
652,1,Muesli crujiente sin azúcar añadido Alipende 500g,1.95,0.5,,ALIPENDE,Cereales,https://www.ahorramas.com/muesli-crujiente-sin-azucar-anadido-alipende-500g-55320.html
653,1,Vinagre Alipende 500ml al jerez,3.19,0.5,,ALIPENDE,Vinagres,https://www.ahorramas.com/vinagre-alipende-500ml-al-jerez-74914.html
654,1,Pizza Casa Tarradellas 410g pollo,3.19,0.41,,CASA TARRADELLAS,Pizzas y masas,https://www.ahorramas.com/pizza-casa-tarradellas-410g-pollo-84359.html
655,1,Lacitos hojaldre Virgen del Brezo cacao 300g,2.6,0.3,,VIRGEN DEL BREZO,Palmeras y hojaldres,https://www.ahorramas.com/lacitos-hojaldre-virgen-del-brezo-cacao-300g-58516.html
656,1,Pimienta negra Alipende 45g grano,0.75,0.04,,ALIPENDE,Especias,https://www.ahorramas.com/pimienta-negra-alipende-45g-grano-81437.html
657,1,Pimienta negra Alipende 55g molida,0.75,0.06,,ALIPENDE,Especias,https://www.ahorramas.com/pimienta-negra-alipende-55g-molida-81436.html
658,1,Rosquilla Alipende 150g chocolate,0.75,0.15,,ALIPENDE,Galletas,https://www.ahorramas.com/rosquilla-alipende-150g-chocolate-74669.html
659,1,Cebolla Alipende 40g molida,0.72,0.04,,ALIPENDE,Especias,https://www.ahorramas.com/cebolla-alipende-40g-molida-81453.html
660,1,Café cortado Dolce Gusto 18 cápsulas,4.89,0.11,,DOLCE GUSTO,Cafés,https://www.ahorramas.com/cafe-cortado-dolce-gusto-18-capsulas-67407.html
661,1,Aceitunas sin hueso Alipende 400g gordal aliñada,3.1,0.4,,ALIPENDE,Aceitunas y encurtidos,https://www.ahorramas.com/aceitunas-sin-hueso-alipende-400g-gordal-alinada-41326.html
662,1,Judías verdes cortadas en tiras Gutarra 350g,3.09,0.35,,GUTARRA,Judías verdes,https://www.ahorramas.com/judias-verdes-cortadas-en-tiras-gutarra-350g-439.html
663,1,Chocolate negro Valor 250g 82% de cacao con almendras,4.79,0.25,,VALOR,Tabletas,https://www.ahorramas.com/chocolate-negro-valor-250g-82-de-cacao-con-almendras-44160.html
664,1,Snack de maíz rollitos Alipende 100g sabor queso,0.89,0.1,,ALIPENDE,Snacks,https://www.ahorramas.com/snack-de-maiz-rollitos-alipende-100g-sabor-queso-44290.html
665,1,Chocolate negro sin gluten Nestlé 270g,2.8,0.27,,NESTLE,Tabletas,https://www.ahorramas.com/chocolate-negro-sin-gluten-nestle-270g-20058.html
666,1,Crema de cacao y avellanas Nutella 700g,4.99,0.7,,NUTELLA,Cacao,https://www.ahorramas.com/crema-de-cacao-y-avellanas-nutella-700g-44860.html
667,1,Café Colombia Marcilla 20 Cápsulas,5.99,0.1,,MARCILLA,Cafés,https://www.ahorramas.com/cafe-colombia-marcilla-20-capsulas-46811.html
668,1,Aceite de sesamo Tiger Khan 200ml,3.21,0.2,,TIGER KHAN,Aceites,https://www.ahorramas.com/aceite-de-sesamo-tiger-khan-200ml-31345.html
669,1,SNACK DE MAÍZ DORITOS 150G CHILLI PEPPER SABOR PICANTE,1.95,0.14,,DORITOS,Snacks,https://www.ahorramas.com/snack-de-maiz-doritos-150g-chilli-pepper-sabor-picante-12353.html
670,1,Fideos orientales clásico Gallina Blanca yakisoba 93g,1.95,0.09,,YATEKOMO,"Arroz, pasta, noodles",https://www.ahorramas.com/fideos-orientales-clasico-gallina-blanca-yakisoba-93g-72.html
671,1,Café soluble Alipende descafeinado 200g mezcla,3.0,0.2,,ALIPENDE,Cafés,https://www.ahorramas.com/cafe-soluble-alipende-descafeinado-200g-mezcla-46060.html
672,1,Infusión probiotic-manzanilla Pompadour 15 Unid,2.9,0.03,,POMPADOUR,Infusiones,https://www.ahorramas.com/infusion-probiotic-manzanilla-pompadour-15-unid-49492.html
673,1,Barritas Bicentury 120g cholate negro y cereales,2.89,0.12,,BICENTURY,Control de peso,https://www.ahorramas.com/barritas-bicentury-120g-cholate-negro-y-cereales-35191.html
674,1,Barritas Bicentury 5u chocolate blanco y frutos rojos,2.89,0.09,,BICENTURY,Control de peso,https://www.ahorramas.com/barritas-bicentury-5u-chocolate-blanco-y-frutos-rojos-16395.html
675,1,Sopa Gallina Blanca 71g pollo con fideos finos,0.85,0.07,,GALLINA BLANCA,Sopas y caldos,https://www.ahorramas.com/sopa-gallina-blanca-71g-pollo-con-fideos-finos-228.html
676,1,Atún claro Calvo pack-3 en aceite girasol,3.5,0.16,,CALVO,Atún,https://www.ahorramas.com/atun-claro-calvo-pack-3-en-aceite-girasol-332.html
677,1,Atún claro Calvo pack 3 en escabeche,3.5,0.17,,CALVO,Atún,https://www.ahorramas.com/atun-claro-calvo-pack-3-en-escabeche-8072.html
678,1,Patatas fritas Alipende 100g paja,1.1,0.1,,ALIPENDE,Patatas fritas,https://www.ahorramas.com/patatas-fritas-alipende-100g-paja-44564.html
679,1,Tortitas de maíz Alipende 130g,1.15,0.13,,ALIPENDE,Control de peso,https://www.ahorramas.com/tortitas-de-maiz-alipende-130g-81326.html
680,1,Aceite de oliva virgen extra Valdezarza 500ml,4.48,0.58,,VALDEZARZA,Aceites,https://www.ahorramas.com/aceite-de-oliva-virgen-extra-valdezarza-500ml-60694.html
681,1,Galleta de chocolate Tostarica Cuétara 400g,3.99,0.4,,TOSTARICA,Galletas,https://www.ahorramas.com/galleta-de-chocolate-tostarica-cuetara-400g-67961.html
682,1,Atún claro Alipende pack 3 en escabeche,2.65,0.16,,ALIPENDE,Atún,https://www.ahorramas.com/atun-claro-alipende-pack-3-en-escabeche-83653.html
683,1,Galleta Mikado lu 75g chocolate negro,1.85,0.07,,MIKADO,Galletas,https://www.ahorramas.com/galleta-mikado-lu-75g-chocolate-negro-75742.html
684,1,Sardinilla en aceite bajo en sal Alipende pack 2 60g,1.85,0.12,,ALIPENDE,Sardinas,https://www.ahorramas.com/sardinilla-en-aceite-bajo-en-sal-alipende-pack-2-60g-41355.html
685,1,Melva Usisa 78g en aceite de oliva,2.75,0.08,,USISA,Otras conservas de pescado,https://www.ahorramas.com/melva-usisa-78g-en-aceite-de-oliva-63313.html
686,1,Zanahorias en tiras Alipende 180g,0.85,0.18,,ALIPENDE,"Maíz, guisantes y zanahoria",https://www.ahorramas.com/zanahorias-en-tiras-alipende-180g-68777.html
687,1,Tomate frito sin gluten Orlando pack 3 con abre facil,1.95,0.8,,ORLANDO,Tomate frito,https://www.ahorramas.com/tomate-frito-sin-gluten-orlando-pack-3-con-abre-facil-81243.html
688,1,Pastelito Briochoco Alipende pepitas chocolate 240g,1.4,0.24,,ALIPENDE,Brioche y pan de leche,https://www.ahorramas.com/pastelito-briochoco-alipende-pepitas-chocolate-240g-79164.html
689,1,Lentejas Alipende 430g con chorizo,1.35,0.43,,ALIPENDE,Legumbres,https://www.ahorramas.com/lentejas-alipende-430g-con-chorizo-45136.html
690,1,Brotes germinados Alipende tarro de cristal 180g,1.35,0.18,,ALIPENDE,Otras verduras,https://www.ahorramas.com/brotes-germinados-alipende-tarro-de-cristal-180g-68780.html
691,1,Pasta oriental fusian Maggi 71g pollo,0.89,0.07,,MAGGI,"Arroz, pasta, noodles",https://www.ahorramas.com/pasta-oriental-fusian-maggi-71g-pollo-30946.html
692,1,Fideo Gallo 450g nº0 cabellín,1.33,0.45,,GALLO,Pasta,https://www.ahorramas.com/fideo-gallo-450g-n0-cabellin-30052.html
693,1,CROISSANT INYECTADO 350G CREMA CACAO,2.99,0.35,,,Bollería de horno,https://www.ahorramas.com/croissant-inyectado-350g-crema-cacao-33437.html
694,1,Donuts pack 4 bombón,2.65,0.19,,DONUTS,Berlinas de chocolate y glaseadas,https://www.ahorramas.com/donuts-pack-4-bombon-2953.html
695,1,Pimientos del piquillo merluza y gambas Alipende 260g,2.65,0.26,,ALIPENDE,Vegetal,https://www.ahorramas.com/pimientos-del-piquillo-merluza-y-gambas-alipende-260g-81408.html
696,1,Pisto sofrito de verduras Hida 340g estilo casero,1.55,0.34,,HIDA,Vegetal,https://www.ahorramas.com/pisto-sofrito-de-verduras-hida-340g-estilo-casero-10328.html
697,1,Pepinillos agridulce sin gluten Alipende 370g,1.75,0.37,,ALIPENDE,Aceitunas y encurtidos,https://www.ahorramas.com/pepinillos-agridulce-sin-gluten-alipende-370g-68772.html
698,1,Zumo de limón parras 280ml,0.95,0.28,,PARRAS,Vinagres,https://www.ahorramas.com/zumo-de-limon-parras-280ml-61529.html
699,1,Tomate frito sin gluten Helios tarro de cristal 570g,1.9,0.57,,HELIOS,Tomate frito,https://www.ahorramas.com/tomate-frito-sin-gluten-helios-tarro-de-cristal-570g-11083.html
